section, item,
Musculoskeletal Imaging,Subchondral insufficiency fracture,
Musculoskeletal Imaging,Pediatric,
Musculoskeletal Imaging,Nonaccidental,
Musculoskeletal Imaging,Salter-Harris,
Musculoskeletal Imaging,Greenstick bowing and torus,
Musculoskeletal Imaging,Slipped capital femoral epiphysis,
Musculoskeletal Imaging,Relationship of force and deformation to fracture,
Musculoskeletal Imaging,Mechanisms of  injury,
Musculoskeletal Imaging,Fracture patterns bone contusions and associated injuries,
Musculoskeletal Imaging,Fracture description,
Musculoskeletal Imaging,Fracture healing,
Musculoskeletal Imaging,Complications of fracture healing,
Musculoskeletal Imaging,Fracture eponyms and overuse syndromes,
Musculoskeletal Imaging,Dislocations,
Musculoskeletal Imaging,General principles of soft-tissue trauma and  overuse,
Musculoskeletal Imaging,Tendinosis tendon tears and tenosynovitis,
Musculoskeletal Imaging,Muscle injuries and grading,
Musculoskeletal Imaging,Ligamentous injuries and grading,
Musculoskeletal Imaging,Bursitis,
Musculoskeletal Imaging,Hematomas,
Musculoskeletal Imaging,Degloving injuries and  Morel-Lavallee lesions,
Musculoskeletal Imaging,Myositis ossificans,
Musculoskeletal Imaging,Compartment syndrome,
Musculoskeletal Imaging,Myonecrosis,
Musculoskeletal Imaging,Site-specific entities (should  know important fractures and dislocations for all sites),
Musculoskeletal Imaging,Shoulder,
Musculoskeletal Imaging,Labral and  ligamentous tears,
Musculoskeletal Imaging,Bankart and  Bankart variants,
Musculoskeletal Imaging,Superior labrum anterior posterior tear,SLAP tear
Musculoskeletal Imaging,Paralabral cysts,
Musculoskeletal Imaging,Humeral avulsion glenohumeral ligament (HAGL),
Musculoskeletal Imaging,Rotator cuff,
Musculoskeletal Imaging,Partial vs full-thickness,
Musculoskeletal Imaging,Acute vs chronic,
Musculoskeletal Imaging,Tendinopathy (including hydroxyapatite deposition disease/calcific tendinosis),
Musculoskeletal Imaging,Acromial-clavicular injuries,
Musculoskeletal Imaging,Biceps tears and dislocations,
Musculoskeletal Imaging,Pectoralis major injuries,
Musculoskeletal Imaging,Adhesive capsulitis,
Musculoskeletal Imaging,Impingement disorders,
Musculoskeletal Imaging,Little leaguer shoulder,
Musculoskeletal Imaging,Elbow,
Musculoskeletal Imaging,Biceps and triceps tears,
Musculoskeletal Imaging,Epicondylitis and tears of the common flexor and extensor tendons,
Musculoskeletal Imaging,Tears of the medial and  lateral collateral ligamentous complexes,
Musculoskeletal Imaging,Osteochondral lesions,
Musculoskeletal Imaging,Little leaguer elbow,
Musculoskeletal Imaging,Wrist and hand,
Musculoskeletal Imaging,Ulnar abutment,
Musculoskeletal Imaging,Triangular fibrocartilage scapholunate and  lunatotriquetral ligament tears,
Musculoskeletal Imaging,De Quervain tenosynovitis,
Musculoskeletal Imaging,Intersection syndrome,
Musculoskeletal Imaging,Tendon tears and dislocations,
Musculoskeletal Imaging,Scapholunate advanced collapse,
Musculoskeletal Imaging,DISI VISI and  perilunate wrist instability,
Musculoskeletal Imaging,Gamekeeper and Stener lesions,
Musculoskeletal Imaging,Spine (see neuroradiology section),
Musculoskeletal Imaging,Hip,
Musculoskeletal Imaging,Labral tears and  paralabral cysts,
Musculoskeletal Imaging,Femoroacetabular impingement,
Musculoskeletal Imaging,Tears of the gluteal and  hamstring tendons,
Musculoskeletal Imaging,Apophyseal injuries,
Musculoskeletal Imaging,Psoas tendon abnormalities,
Musculoskeletal Imaging,Knee and  leg,
Musculoskeletal Imaging,Meniscus,
Musculoskeletal Imaging,Normal variants and pitfalls,
Musculoskeletal Imaging,Types of tears,
Musculoskeletal Imaging,Parameniscal and  Intrameniscal cysts,
Musculoskeletal Imaging,Tears and abnormalities of the cruciate and collateral ligaments,
Musculoskeletal Imaging,Posterolateral corner injury,
Musculoskeletal Imaging,Iliotibial band syndrome,
Musculoskeletal Imaging,Osteochondral lesions,
Musculoskeletal Imaging,Patellar tracking disorder,
Musculoskeletal Imaging,Tennis leg,
Musculoskeletal Imaging,Tendon tears,
Musculoskeletal Imaging,Jumper’s knee Sinding-Larsen-Johansson and  Osgood-Schlatter disease,
Musculoskeletal Imaging,Ankle and foot,
Musculoskeletal Imaging,Plantar fasciitis,
Musculoskeletal Imaging,Sinus tarsi syndrome,
Musculoskeletal Imaging,Tendon tears and dislocations,
Musculoskeletal Imaging,Impingement disorders,
Musculoskeletal Imaging,Haglund deformity,
Musculoskeletal Imaging,Ligamentous tears,
Musculoskeletal Imaging,Osteochondral defect,
Musculoskeletal Imaging,Nerve Entrapment and Associated Disorders,
Musculoskeletal Imaging,General principles of nerve entrapment,
Musculoskeletal Imaging,Specific disorders,
Musculoskeletal Imaging,Suprascapular nerve entrapment,
Musculoskeletal Imaging,Acute brachial neuritis (Parsonage-Turner),
Musculoskeletal Imaging,Quadrilateral space syndrome,
Musculoskeletal Imaging,Carpal cubital and tarsal tunnel syndromes,
Musculoskeletal Imaging,Sciatic and  peroneal nerve entrapment,
Musculoskeletal Imaging,Radial  median posterior interosseous and ulnar nerve entrapment,
Musculoskeletal Imaging,Obturator and femoral nerve entrapment,
Musculoskeletal Imaging,Metabolic Disorders,
Musculoskeletal Imaging,Osteoporosis and osteopenia,
Musculoskeletal Imaging,Hyperparathyroidism,
Musculoskeletal Imaging,Thyroid acropachy,
Musculoskeletal Imaging,Hypothyroidism,
Musculoskeletal Imaging,Scurvy,
Musculoskeletal Imaging,Rickets and osteomalacia,
Musculoskeletal Imaging,Renal osteodystrophy,
Musculoskeletal Imaging,Tumoral calcinosis,
Musculoskeletal Imaging,Calciphylaxis,
Musculoskeletal Imaging,Acromegaly,
Musculoskeletal Imaging,Bisphosphonate-related fractures,
Musculoskeletal Imaging,Intoxication/poisoning,
Musculoskeletal Imaging,Heavy metal/ lead,
Musculoskeletal Imaging,Hypervitaminosis A and D,
Musculoskeletal Imaging,Fluorosis,
Musculoskeletal Imaging,Hematologic and Marrow Disorders,
Musculoskeletal Imaging,Sickle cell and thalassemia,
Musculoskeletal Imaging,Hemophilia,
Musculoskeletal Imaging,Myelofibrosis,
Musculoskeletal Imaging,Extramedullary hematopoiesis,
Musculoskeletal Imaging,Marrow reconversion,
Musculoskeletal Imaging,Leukemia and  myelodysplasia,
Musculoskeletal Imaging,Radiation-induced marrow changes,
Musculoskeletal Imaging,Mastocytosis,
Musculoskeletal Imaging,Gaucher disease,
Musculoskeletal Imaging,Osteonecrosis and Related Disorders,
Musculoskeletal Imaging,Osteonecrosis,
Musculoskeletal Imaging,Etiology,
Musculoskeletal Imaging,Imaging characteristics,
Musculoskeletal Imaging,Osteochondritis dissecans,
Musculoskeletal Imaging,Bone marrow edema syndromes (transient osteoporosis of the hip),
Musculoskeletal Imaging,Osteochondroses,
Musculoskeletal Imaging,Legg-Calve-Perthes,
Musculoskeletal Imaging,Kienböck,
Musculoskeletal Imaging,Kohler,
Musculoskeletal Imaging,Panner,
Musculoskeletal Imaging,Freiberg,
Musculoskeletal Imaging,Sever,
Musculoskeletal Imaging,Scheuermann,
Musculoskeletal Imaging,Tibia vara (Blount disease),
Musculoskeletal Imaging,Miscellaneous,
Musculoskeletal Imaging,Paget disease,
Musculoskeletal Imaging,Sarcoidosis,
Musculoskeletal Imaging,Hypertrophic osteoarthropathy (primary and secondary),
Musculoskeletal Imaging,Periosteal changes from venous stasis,
Musculoskeletal Imaging,Infantile cortical hyperostosis/Caffey disease,
Musculoskeletal Imaging,Complex  regional pain syndrome (reflex sympathet ic dystrophy),
Musculoskeletal Imaging,Muscle infarction,
Musculoskeletal Imaging,Arthropathy,
Musculoskeletal Imaging,General features,
Musculoskeletal Imaging,Distribution and demographics,
Musculoskeletal Imaging,Imaging findings,
Musculoskeletal Imaging,Osteoarthritis (including erosive osteoarthritis),
Musculoskeletal Imaging,Inflammatory,
Musculoskeletal Imaging,Rheumatoid arthritis,
Musculoskeletal Imaging,Psoriatic arthritis,
Musculoskeletal Imaging,Reactive arthritis,
Musculoskeletal Imaging,Ankylosing spondylitis,
Musculoskeletal Imaging,Enteropathic arthritis,
Musculoskeletal Imaging,Juvenile idiopathic arthritis,
Musculoskeletal Imaging,SAPHO syndrome and  chronic recurrent multifocal osteomyelitis (CRMO),
Musculoskeletal Imaging,Connective tissue diseases,
Musculoskeletal Imaging,Systemic lupus erythematosus (SLE),
Musculoskeletal Imaging,Scleroderma,
Musculoskeletal Imaging,Dermatomyositis,
Musculoskeletal Imaging,Polymyositis,
Musculoskeletal Imaging,Crystal-associated,
Musculoskeletal Imaging,Gout,
Musculoskeletal Imaging,Calcium pyrophosphate deposition disease (CPPD),
Musculoskeletal Imaging,Hydroxyapatite deposition disease (HADD),
Musculoskeletal Imaging,Neuropathic,
Musculoskeletal Imaging,Miscellaneous,
Musculoskeletal Imaging,Hemochromatosis,
Musculoskeletal Imaging,Pigmented villonodular synovitis,
Musculoskeletal Imaging,Synovial chondromatosis,
Musculoskeletal Imaging,Osteitis condensans ilii,
Musculoskeletal Imaging,Osteitis pubis and pubic instability,
Musculoskeletal Imaging,Degenerative disk disease,
Musculoskeletal Imaging,Diffuse idiopathic sclerosing hyperostosis (DISH),
Musculoskeletal Imaging,Ossification of the posterior  longitudinal ligament,
Musculoskeletal Imaging,Alkaptonuria/ochronosis,
Musculoskeletal Imaging,Lipoma arborescens,
Musculoskeletal Imaging,Post-traumatic osteolysis,
Musculoskeletal Imaging,Scheuermann disease,
Musculoskeletal Imaging,Postoperative Imaging,
Musculoskeletal Imaging,Internal and external fixation  (including spine),
Musculoskeletal Imaging,Important types of  hardware,
Musculoskeletal Imaging,Appropriate positioning of  hardware,
Musculoskeletal Imaging,Complications,
Musculoskeletal Imaging,Infection,
Musculoskeletal Imaging,Loosening,
Musculoskeletal Imaging,Component fracture,
Musculoskeletal Imaging,Arthroplasty,
Musculoskeletal Imaging,Important types,
Musculoskeletal Imaging,Appropriate positioning,
Musculoskeletal Imaging,Complications,
Musculoskeletal Imaging,Infection,
Musculoskeletal Imaging,Loosening cement fractures component shift and subsidence,
Musculoskeletal Imaging,Osteolysis (particle disease),
Musculoskeletal Imaging,Component (polyethylene liner or prosthesis) wear breakage and dislocation,
Musculoskeletal Imaging,Periprosthetic fracture,
Musculoskeletal Imaging,Heterotopic ossification,
Musculoskeletal Imaging,Metallosis,
Musculoskeletal Imaging,Other postoperative imaging,
Musculoskeletal Imaging,Normal vs abnormal appearance of the following surgeries:,
Musculoskeletal Imaging,Anterior cruciate ligament,
Musculoskeletal Imaging,Meniscus,
Musculoskeletal Imaging,Vertebral augmentation,
Musculoskeletal Imaging,Sarcoma resection,
Musculoskeletal Imaging,Rotator cuff,
Musculoskeletal Imaging,Glenoid labrum,
Musculoskeletal Imaging,Osteochondral lesions,
Musculoskeletal Imaging,ACR Appropriateness Criteria specific to Musculoskeletal  Imaging,
Neuroradiology,Technique and Indications:  Understand the Basic Principles Behind and Indications for Use of  Methods of Examination,
Neuroradiology,Radiography,
Neuroradiology,CT,
Neuroradiology,MR,
Neuroradiology,Ultrasound,
Neuroradiology,Angiography,
Neuroradiology,Advanced imaging techniques,
Neuroradiology,MR angiography,
Neuroradiology,CT angiography,
Neuroradiology,CT  perfusion,
Neuroradiology,MR perfusion,
Neuroradiology,Diffusion-weighted imaging,
Neuroradiology,MR spectroscopy,
Neuroradiology,Functional MRI,
Neuroradiology,Diffusion tensor imaging,
Neuroradiology,Myelography,
Neuroradiology,Cisternography,
Neuroradiology,PET CT and other nuclear medicine imaging techniques Be able to appropriately choose study types for a variety of  clinical situations and recognize the strengths and  weaknesses of  each type of  imaging exam.,
Neuroradiology,Brain,
Neuroradiology,Normal anatomy,
Neuroradiology,Brain   parenchyma,
Neuroradiology,Ventricular  system,
Neuroradiology,Extra-axial spaces,
Neuroradiology,Pial and dural coverings,
Neuroradiology,Cranial nerves,
Neuroradiology,Arterial and venous structures,
Neuroradiology,Skull and surrounding soft tissues,
Neuroradiology,Intracranial arterial and venous structures on  imaging studies,
Neuroradiology,CT  angiography,
Neuroradiology,MR angiography,
Neuroradiology,Catheter angiography Understand the function of the anatomic structures and how they are affected by various pathologies.,
Neuroradiology,White matter disease (inherited),
Neuroradiology,Adrenoleukodystrophy,
Neuroradiology,Met achromatic  leukodystrophy,
Neuroradiology,Alexander disease,
Neuroradiology,Canavan  disease,
Neuroradiology,Krabbe disease,
Neuroradiology,Pelizaeus- Merzbacher disease,
Neuroradiology,Phenylketonuria  and other amino acid disorders,
Neuroradiology,Neurodegenerative  disorders,
Neuroradiology,Aging brain,
Neuroradiology,Alzheimer disease,
Neuroradiology,Other cortical dementias,
Neuroradiology,Parkinson disease,
Neuroradiology,Cerebellar degeneration,
Neuroradiology,Amyot rophic  lateral sclerosis,
Neuroradiology,Wallerian degeneration,
Neuroradiology,Huntington disease,
Neuroradiology,Fahr disease,
Neuroradiology,Wilson  disease,
Neuroradiology,Hallervorden-Spatz  disease,
Neuroradiology,Leigh  disease,
Neuroradiology,Tay-Sachs disease,
Neuroradiology,Hurler syndrome,
Neuroradiology,MELAS syndrome,
Neuroradiology,Infection/inflammation/demyelinating,
Neuroradiology,Viral,
Neuroradiology,Bacterial,
Neuroradiology,Mycobacterial,
Neuroradiology,Fungal,
Neuroradiology,Parasitic,
Neuroradiology,Prion infections,
Neuroradiology,Congenital and  neonatal infections,
Neuroradiology,Cytomegalovirus  (CMV),
Neuroradiology,Toxoplasmosis,
Neuroradiology,Herpesvirus (HSV),
Neuroradiology,HIV,
Neuroradiology,Varicella,
Neuroradiology,Rubella,
Neuroradiology,Enterovirus,
Neuroradiology,Non-infectious inflammatory processes,
Neuroradiology,Chemical meningitis,
Neuroradiology,Limbic encephalitis,
Neuroradiology,Lymphocytic hypophysitis,
Neuroradiology,Granulomatous processes,
Neuroradiology,Sarcoidosis,
Neuroradiology,Histiocytosis,
Neuroradiology,White matter inflammatory conditions,
Neuroradiology,Multiple sclerosis,
Neuroradiology,Viral  and  post-viral demyelination,
Neuroradiology,Congenital/ developmental,
Neuroradiology,Chiari  malformations,
Neuroradiology,Cephaloceles,
Neuroradiology,Corpus callosum anomalies,
Neuroradiology,Holoprosencephalies,
Neuroradiology,Septo-optic dysplasia,
Neuroradiology,Sulcation and  migrational disorders,
Neuroradiology,Posterior fossa  malformations,
Neuroradiology,Cysts,
Neuroradiology,Neurocutaneous syndromes,
Neuroradiology,Neurofibro matosis  (NF) I and  II,
Neuroradiology,Tuberous sclerosis,
Neuroradiology,von  Hippel-Lindau disease,
Neuroradiology,St urge-Weber syndrome,
Neuroradiology,Basal cell nevus syndrome,
Neuroradiology,Klippel-Tre naunay-Weber  syndrome,
Neuroradiology,Wyburn-Mason syndrome,
Neuroradiology,Rendu-Osler-Weber syndrome,
Neuroradiology,Ataxia- telangiectasia,
Neuroradiology,Neurocutaneous  melanosis,
Neuroradiology,Normal patterns of cortical and white matt er development and  deviations from normal,
Neuroradiology,Cortical dysplasias,
Neuroradiology,Hemimegalencephaly Recognize and  be familiar with the imaging appearance and clinical presentation of mesial temporal sclerosis and other seizure-associated conditions.,
Neuroradiology,Cyst and  hydroce phalus,
Neuroradiology,Communicating and obstructive hydrocephalus,
Neuroradiology,Arachnoid cyst,
Neuroradiology,Colloid cyst,
Neuroradiology,Rathke cleft cyst,
Neuroradiology,Neuroepithelial cyst,
Neuroradiology,Disorders of cerebrospinal fluid  hydrodynamics,
Neuroradiology,Increased intracranial pressure from hydrocephalus and shunt  malfunction,
Neuroradiology,Intracranial hypotension,
Neuroradiology,Complications of  cerebrospinal fluid diversion procedures,
Neuroradiology,Tumors and tumorlike conditions,
Neuroradiology,Locations,
Neuroradiology,Parenchymal,
Neuroradiology,Meningeal,
Neuroradiology,Pineal region,
Neuroradiology,Intraventricular,
Neuroradiology,Sellar/suprasellar,
Neuroradiology,Cerebellopontine angle,
Neuroradiology,Skull base,
Neuroradiology,Cavernous sinus,
Neuroradiology,Foramen magnum,
Neuroradiology,Tumor types,
Neuroradiology,Low-grade and  malignant astrocytomas,
Neuroradiology,Glioblastoma multiforme,
Neuroradiology,Gliosarcoma,
Neuroradiology,Gliomatosis cerebri,
Neuroradiology,Pleomorphic xanthoastrocytoma,
Neuroradiology,Pilocytic astrocytoma,
Neuroradiology,Subependymal giant  cell astrocytoma,
Neuroradiology,Oligodend roglioma,
Neuroradiology,Ependymoma,
Neuroradiology,Subependymoma,
Neuroradiology,Choroid  plexus tumors,
Neuroradiology,Meningioma,
Neuroradiology,Hemangiopericytoma,
Neuroradiology,Hemangioblastoma,
Neuroradiology,Ganglioglioma,
Neuroradiology,Gangliocytoma,
Neuroradiology,Central neurocytoma,
Neuroradiology,Dysembryoplastic  neuroepithelial tumor (DNET),
Neuroradiology,Lhermitte-Duclos syndrome,
Neuroradiology,Germ cell tumors,
Neuroradiology,Primitive neuroectodermal tumor (PNET),
Neuroradiology,Lymphoma,
Neuroradiology,Leukemia,
Neuroradiology,Myeloma,
Neuroradiology,Schwannoma,
Neuroradiology,Neurofibroma,
Neuroradiology,Malignant peripheral nerve sheath tumor,
Neuroradiology,Craniopharyngioma,
Neuroradiology,Pituitary adenoma,
Neuroradiology,Chordoma,
Neuroradiology,Chondrosarcoma,
Neuroradiology,Dermoid,
Neuroradiology,Epidermoid,
Neuroradiology,Lipoma In the case of primary brain tumors be familiar with differentiating  imaging findings for various tumor grades. Recognize imaging appearance in postoperative and  post-t reat ment  changes.,
