section, item,,,
Reproductive/Endocrine Imaging and Therapy,Saline infusion  sonohysterography,,,
Reproductive/Endocrine Imaging and Therapy,Thyroid  and  parathyroid ultrasound,,,
Reproductive/Endocrine Imaging and Therapy,CT,,,
Reproductive/Endocrine Imaging and Therapy,MRI,,,
Reproductive/Endocrine Imaging and Therapy,Image-guided biopsy and  drainage,,,
Reproductive/Endocrine Imaging and Therapy,Thyroid  uptake and/or scan -  Radioiodine (131I and 123I),,,
Reproductive/Endocrine Imaging and Therapy,Thyroid scan - technet ium pertechnetate,,,
Reproductive/Endocrine Imaging and Therapy,Parathyroid scan – 99mTc sestamibi,,,
Reproductive/Endocrine Imaging and Therapy,Radionuclide studies: diagnosis and treatment of endocrine disorders (includes octreotide and  MIBG imaging),,,
Reproductive/Endocrine Imaging and Therapy,FDG-PET/CT,,,
Thoracic Imaging,Basics of Imaging including Chest Radiography (CXR) CT and MRI Ultrasound (US) and Percutaneous Intervention,,,
Thoracic Imaging,Indications and  limitations of the modalities,,,
Thoracic Imaging,Physics behind image creation including artifacts on CXR CT  MRI and  US i.   X-ray physics,,,
Thoracic Imaging,CT  physics,,,
Thoracic Imaging,CT  artifacts relevant to thoracic imaging,,,
Thoracic Imaging,Tradeoffs between noise dose and  image quality,,,
Thoracic Imaging,Spatial resolution contrast resolution and  imaging reconstruction algorithms,,,
Thoracic Imaging,Contrast injection—principles  protocols bolus geometry iodine f lux,,,
Thoracic Imaging,MRI physics,,,
Thoracic Imaging,MR artifact s relevant to thoracic imaging,,,
Thoracic Imaging,Trade-off between spatial resolution temporal resolution contrast resolution and  acquisition time,,,
Thoracic Imaging,Principles of  black blood edema and  scar imaging,,,
Thoracic Imaging,Steady-state free precession cine imaging,,,
Thoracic Imaging,Velocity-encoded cine (phase contrast ) imaging—principles applications and limitations,,,
Thoracic Imaging,3D imaging and  post-processing,,,
Thoracic Imaging,Multiplanar reconstruction (MPR),,,
Thoracic Imaging,Maximum intensity projection (MIP) and  minimum intensity projection (minIP),,,
Thoracic Imaging,Volume rendering (VR),,,
Thoracic Imaging,Patient safety,,,
Thoracic Imaging,Radiation exposure and how technical modifications may modify dose,,,
Thoracic Imaging,Contrast agent s used for thoracic imaging,,,
Thoracic Imaging,Normal Anatomy including Variants Encountered on CXR CT MRI and US,,,
Thoracic Imaging,Lungs including tracheobronchial  and  pulmonary lobar anatomy and fissures,,,
Thoracic Imaging,Mediastinal and thoracic inlet anatomy,,,
Thoracic Imaging,Chest wall anatomy,,,
Thoracic Imaging,Physiology  Relevant to Thoracic Imaging  including Pulmonary Function Tests Restrictive and Obstr uctive Patterns,,,
Thoracic Imaging,Definition  Identification and Significance of Signs and Finding Nomenclature  in Thoracic Radiology. Knowledge should include  diseases for which these signs are classic potential alternative  diagnoses or pitfalls [Hansell et al. Fleischner Society: Glossary of Terms for Thoracic Imaging. Radiology 2008;246:697-722],,,
Thoracic Imaging,Air bronchogram,,,
Thoracic Imaging,Air crescent sign,,,
Thoracic Imaging,Deep sulcus sign on a supine radiograph,,,
Thoracic Imaging,Continuous diaphragm  sign,,,
Thoracic Imaging,Ring  around  the  artery  sign,,,
Thoracic Imaging,Fallen  lung sign,,,
Thoracic Imaging,Flat waist sign,,,
Thoracic Imaging,Gloved finger sign,,,
Thoracic Imaging,Golden S sign,,,
Thoracic Imaging,Luftsichel sign,,,
Thoracic Imaging,Hampton hump,,,
Thoracic Imaging,Silhouette sign,,,
Thoracic Imaging,Cervicot horacic sign tapered margins sign,,,
Thoracic Imaging,Figure 3 sign,,,
Thoracic Imaging,Fat  pad  sign or sandwich sign,,,
Thoracic Imaging,Scimitar,,,
Thoracic Imaging,Hilum overlay sign  and  hilum convergence sign,,,
Thoracic Imaging,Beaded septum sign,,,
Thoracic Imaging,Tree-in-bud,,,
Thoracic Imaging,Centrilobular nodules,,,
Thoracic Imaging,Perilymphatic nodules,,,
Thoracic Imaging,Random or miliary nodules,,,
Thoracic Imaging,Crazy paving,,,
Thoracic Imaging,Ground glass halo,,,
Thoracic Imaging,Mosaic attenuation,,,
Thoracic Imaging,Consolidation,,,
Thoracic Imaging,Ground glass opacity,,,
Thoracic Imaging,Honeycombing,,,
Thoracic Imaging,Interlobular and  intralobular septal thickening and  reticulation,,,
Thoracic Imaging,J uxtaphrenic peak,,,
Thoracic Imaging,Secondary pulmonary lobule,,,
Thoracic Imaging,Mass and  nodule,,,
Thoracic Imaging,Parenchymal and  subpleural  bands,,,
Thoracic Imaging,Pleural plaques or  pseudoplagues,,,
Thoracic Imaging,Reverse halo sign,,,
Thoracic Imaging,Signet ring sign (also  known as pearl ring sign),,,
Thoracic Imaging,Split  pleura sign,,,
Thoracic Imaging,Headcheese sign,,,
Thoracic Imaging,Thoracoabdominal sign,,,
Thoracic Imaging,Westermark  sign,,,
Thoracic Imaging,CT  angiogram sign,,,
Thoracic Imaging,Bulging fissure sign,,,
Thoracic Imaging,Fleischner sign,,,
Thoracic Imaging,Comet tail  sign,,,
Thoracic Imaging,Thymic sail  sign,,,
Thoracic Imaging,Split  pleura sign,,,
Thoracic Imaging,Positive bronchus sign,,,
Thoracic Imaging,Double  density sign,,,
Thoracic Imaging,Unilateral hyperlucent lung/hemithorax,,,
Thoracic Imaging,Opaque hemitho rax with contralateral versus ipsilateral mediastinal shift,,,
Thoracic Imaging,Infectious Pneumonia - CXR and CT  Findings,,,
Thoracic Imaging,Mycobacterial and fungal,,,
Thoracic Imaging,Viral,,,
Thoracic Imaging,Community- and hospital-acquired bacterial pneumonia,,,
Thoracic Imaging,Pneumonia in the immunocompromised  including  patients:,,,
Thoracic Imaging,with  HIV/AIDS,,,
Thoracic Imaging,with post-transplantation status,,,
Thoracic Imaging,on chemotherapy receiving corticosteroids or with immune conditions,,,
Thoracic Imaging,Septic emboli,,,
Thoracic Imaging,Lung Cancer and other Parenchymal Neoplas ms,,,
Thoracic Imaging,Solitary pulmonary nodule  (SPN),,,
Thoracic Imaging,Approach to diagnosis (co ntrast -enhancement  imaging features),,,
Thoracic Imaging,Management  (PET biopsy follow-up/comparison),,,
Thoracic Imaging,Perception and  errors in  perception,,,
Thoracic Imaging,Screening for lung cancer – current status,,,
Thoracic Imaging,Chronic alveolar disease as a  manifestation of neoplasm,,,
Thoracic Imaging,Lung cancer staging,,,
Thoracic Imaging,Manifestations of  small cell and  non small cell carcinoma and  bronchoalveolar cell carcinoma including common locations for metastases,,,
Thoracic Imaging,Other tumors,,,
Thoracic Imaging,Metastases,,,
Thoracic Imaging,Carcinoid,,,
Thoracic Imaging,Hamartoma,,,
Thoracic Imaging,Lymphoma,,,
Thoracic Imaging,Chondrosarcoma,,,
Thoracic Imaging,The Intensive Care Unit CXR - The Expected Location of the Support Devices and the Ability to Recognize Misplaced Lines and Complications (Pneumot horax  Hemothorax Hematoma Pneumoperitoneum),,,
Thoracic Imaging,Central lines (including wrong vein and intra-arterial),,,
Thoracic Imaging,Esophageal tubes/ probes (including esophageal nasogastric and feeding tubes endobronchial or intrapleural misplacement,,,
Thoracic Imaging,Endotracheal and tracheostomy tubes,,,
Thoracic Imaging,Pulmonary artery (Swan-Ganz) catheters (including peripheral placement and pseudoaneurysm formation),,,
Thoracic Imaging,Chest tubes (including intrapare nchy mal  and  intrafissural  placement),,,
Thoracic Imaging,Assist  devices,,,
Thoracic Imaging,Trauma including Blunt and Penetrating Trauma,,,
Thoracic Imaging,Acute traumatic aortic injury,,,
Thoracic Imaging,Esophageal injury,,,
Thoracic Imaging,Tracheobronchial  injury,,,
Thoracic Imaging,Lung injuries (contusion shear injury aspiration laceration),,,
Thoracic Imaging,Diaphragm injury both acute and delayed presentations,,,
Thoracic Imaging,Tension hemopneumot horax  pneumot horax  pneumomediastinum,,,
Thoracic Imaging,Flail chest skeletal fractures and dislocations,,,
Thoracic Imaging,Fat emboli,,,
Thoracic Imaging,Congenital Lung and Mediastinal Disease Manifesting in the Adult,,,
Thoracic Imaging,Foregut duplication cysts including bronchogenic cysts and esophageal duplication cysts,,,
Thoracic Imaging,Bronchial atresia,,,
Thoracic Imaging,Arteriovenous malformations,,,
Thoracic Imaging,Partial anomalous pulmonary venous return,,,
Thoracic Imaging,Left superior vena cava (SVC) and duplicated SVC,,,
Thoracic Imaging,Swyer-James syndrome  (unilateral bronchiolit is obliterans),,,
Thoracic Imaging,Poland syndrome,,,
Thoracic Imaging,Sequestration (int ralobar and extralobar),,,
Thoracic Imaging,Congenital cystic adenomatoid malformation,,,
Thoracic Imaging,Aortic arch anomalies,,,
Thoracic Imaging,Diffuse Lung Disease,,,
Thoracic Imaging,Cystic disease,,,
Thoracic Imaging,Langerhans cell  histiocytosis,,,
Thoracic Imaging,Lymphangioleiomyomatosis,,,
Thoracic Imaging,Tracheobronchial  papillomatosis,,,
Thoracic Imaging,Lymphocytic interstitial pneumonia,,,
Thoracic Imaging,Cystic metastases,,,
Thoracic Imaging,Chronic pneumocystis,,,
Thoracic Imaging,Pneumoconioses,,,
Thoracic Imaging,Silicosis/coal workers pneumoconiosis,,,
Thoracic Imaging,Asbestosis,,,
Thoracic Imaging,Berylliosis,,,
Thoracic Imaging,Idiopathic /f ibrotic,,,
Thoracic Imaging,Usual interstitial pneumonia (UIP),,,
Thoracic Imaging,Nonspecific int erstitial pneumonia (NSIP),,,
Thoracic Imaging,Desquamative  interstitial pneumonia (DIP),,,
Thoracic Imaging,Acute interst it ial pneumonia (AIP),,,
Thoracic Imaging,Pulmonary edema,,,
Thoracic Imaging,Cardiogenic,,,
Thoracic Imaging,Noncardiogenic,,,
Thoracic Imaging,Drug toxicity including chemotherapy agents such as  bleomycin and  medications such as Amiodarone,,,
Thoracic Imaging,Sarcoidosis including CXR staging,,,
Thoracic Imaging,Lymphangitic carcinomatosis,,,
Thoracic Imaging,Differential diagnoses for chronic upper lobe predominant disease and  chronic lower lobe predominant disease,,,
Thoracic Imaging,Diffuse Alveolar Disease and Inf lammatory Conditions,,,
Thoracic Imaging,Pulmonary alveolar proteinosis,,,
Thoracic Imaging,Lipoid  pneumonia,,,
Thoracic Imaging,Organizing pneumonia including cryptogenic,,,
Thoracic Imaging,Eosinophilic pneumonia,,,
Thoracic Imaging,Hypersensitivity pneumonia/ext rinsic  allergic  alveolitis,,,
Thoracic Imaging,Differential diagnosis of peripheral alveolar opacities,,,
Thoracic Imaging,Central Airways Diseases Bronchiectasis  and Obstructive Lung Disease,,,
Thoracic Imaging,Tracheal/ bro nchial  tumors or masses,,,
Thoracic Imaging,Squamous cell cancer and  papillomas,,,
Thoracic Imaging,Adenocarcinoma,,,
Thoracic Imaging,Mucoepidermoid,,,
Thoracic Imaging,Adenoid cystic carcinoma,,,
Thoracic Imaging,Carcinoid,,,
Thoracic Imaging,Metastases,,,
Thoracic Imaging,Cystic fibrosis,,,
Thoracic Imaging,Tracheal stenosis,,,
Thoracic Imaging,Inhalat ion and  iatrogenic (such as tracheostomy or endot racheal tube),,,
Thoracic Imaging,Granulomat ous disease (Sarcoid Wegener tuberculosis),,,
Thoracic Imaging,Amyloidosis,,,
Thoracic Imaging,Conditions that spare the posterior membrane  (relapsing polychondritis; tracheopat hia  osteochondroplastica),,,
Thoracic Imaging,Tracheobronchomalacia,,,
Thoracic Imaging,Bronchiectasis  including upper versus lower lobe predominant bronchiectasis,,,
Thoracic Imaging,Immotile cilia syndrome (Kartagener),,,
Thoracic Imaging,Recurrent aspiration,,,
Thoracic Imaging,Tracheo bro nchomega ly  (Mounier-Kuhn),,,
Thoracic Imaging,Tuberculosis,,,
Thoracic Imaging,Small airway disease,,,
Thoracic Imaging,Asthma,,,
Thoracic Imaging,Bronchiolitis obliterans,,,
Thoracic Imaging,Graft-versus-host  disease,,,
Thoracic Imaging,Small airway infection including Mycobacterium avium-intracellulare (MAI),,,
Thoracic Imaging,Broncholithiasis,,,
Thoracic Imaging,Allergic bronchopulmonary aspergillosis (ABPA),,,
Thoracic Imaging,Aspiration and foreign bodies,,,
Thoracic Imaging,Emphysema including centrilobular paraseptal panacinar and  paracicat ricial,,,
Thoracic Imaging,Giant  bulla,,,
Thoracic Imaging,Thoracic Manifestations  of  Systemic Disease,,,
Thoracic Imaging,Rheumatoid arthritis,,,
Thoracic Imaging,Scleroderma and  mixed connective tissue disease,,,
Thoracic Imaging,Systemic lupus erythematosus,,,
Thoracic Imaging,Hepatopulmonary  syndrome,,,
Thoracic Imaging,Vasculitis (Wegener  Goodpasture),,,
Thoracic Imaging,Tuberous  sclerosis,,,
Thoracic Imaging,Neurofibromatosis,,,
Thoracic Imaging,Sickle cell disease,,,
Thoracic Imaging,Polymyositis/dermatomyositis,,,
Thoracic Imaging,Sjögren syndrome,,,
Thoracic Imaging,Metastatic pulmonary calcification,,,
Thoracic Imaging,Diseases of the Pleura Chest Wall and Diaphragm,,,
Thoracic Imaging,Mesothelioma,,,
Thoracic Imaging,Pleural metastases,,,
Thoracic Imaging,Fibrous tumor of the pleura,,,
Thoracic Imaging,Lipoma,,,
Thoracic Imaging,Empyema,,,
Thoracic Imaging,Chylot horax,,,
Thoracic Imaging,Pleural plaques including asbestos ex posure  hemot horax prior infection,,,
Thoracic Imaging,Unilateral pleural calcification,,,
Thoracic Imaging,Pleural effusions including differential diagnosis for unilateral and  bilateral effusions,,,
Thoracic Imaging,Diaphragmatic  hernias including post-t raumatic Bochdalek  Morgag ni sliding  hiatal,,,
Thoracic Imaging,Disorders of diaphragm motion including role of  sniff test,,,
Thoracic Imaging,Neurofibromatosis,,,
Thoracic Imaging,Chest wall tumors including met astases sarcomas and desmoid tumors,,,
Thoracic Imaging,Mediastinal  Masses (Including Cardiac and Vascular-related  Masses),,,
Thoracic Imaging,Anterior mediastinum,,,
Thoracic Imaging,Thymic origin including thymoma carcinoma carcinoid and cyst,,,
Thoracic Imaging,Germ cell tumors including seminoma and teratoma,,,
Thoracic Imaging,Lymphoma,,,
Thoracic Imaging,Goiter,,,
Thoracic Imaging,Middle  mediastinum,,,
Thoracic Imaging,Duplication cysts,,,
Thoracic Imaging,Lymph node enlargement,,,
Thoracic Imaging,Esophageal origin including cancer diverticulum achalasia varices,,,
Thoracic Imaging,Airway masses,,,
Thoracic Imaging,Vascular masses,,,
Thoracic Imaging,Posterior mediastinum,,,
Thoracic Imaging,schwannoma,,,
Thoracic Imaging,Nerve sheath tumor,,,
Thoracic Imaging,neurofibroma,,,
Thoracic Imaging,Paragang liomas (ganglioneuroma  and ganglioneuroblastoma),,,
Thoracic Imaging,Spine and  paraspinal processes including extramedullary  hematopoiesis met astases diskitis,,,
Thoracic Imaging,Superior mediastinal / thoracic inlet masses,,,
Thoracic Imaging,Goiter ,,,
Thoracic Imaging,Lymphangioma,,,
Thoracic Imaging,Differential diagnoses of mediastinal masses based on location and CT attenuation (fat fluid calcified enhancing)/M R signal characteristics,,,
Thoracic Imaging,Vascular masses (aneurysms and  pseudoaneurysms),,,
Thoracic Imaging,Diffuse mediastinal disease,,,
Thoracic Imaging,Mediastinitis,,,
Thoracic Imaging,Fibrosing mediast initis,,,
Thoracic Imaging,Differential diagnosis for egg-shell calcifications,,,
Thoracic Imaging,Mediastinal lymph node enlargement,,,
Thoracic Imaging,Atelectasis and Collapse including CXR/CT Findings and Differential Diagnosis,,,
Thoracic Imaging,Lobar collapse (right upper middle right lower left upper lingual left lower and combined right middle/ lower),,,
Thoracic Imaging,Unilateral lung collapse,,,
Thoracic Imaging,Collapse from an obstructing mass,,,
Thoracic Imaging,Round atelectasis,,,
Thoracic Imaging,Pulmonary Arteries,,,
Thoracic Imaging,Acute pulmonary embolism ,,,
Thoracic Imaging,Chronic pulmonary embolism ,,,
Thoracic Imaging,Pulmonary infarct ,,,
Thoracic Imaging,Pulmonary embolism mimics including pulmonary artery sarcoma ,,,
Thoracic Imaging,Pseudoaneurysm ,,,
Thoracic Imaging,Vasculitis (Takayasu),,,
Thoracic Imaging,Postoperative and Post-treatment Thorax,,,
Thoracic Imaging,Lung resection including post-lobectomy  post-wedge  resection  pneumo nectomy  and post-pneumo necto my  syndrome,,,
Thoracic Imaging,Lobar torsion,,,
Thoracic Imaging,Radiation fibrosis and  pneumonitis,,,
Thoracic Imaging,Post  lung transplantation including acute subacute and chronic complications single and  bilateral transplantation,,,
Thoracic Imaging,Post-esophagectomy,,,
Thoracic Imaging,Post-lung volume reduction surgery,,,
Thoracic Imaging,Airway and esophageal stents,,,
Thoracic Imaging,Eloesser flap,,,
Ultrasound,Pleural space (effusion),,,
Ultrasound,Peritoneal space,,,
Ultrasound,Ascites,,,
Ultrasound,Hemorrhage,,,
Ultrasound,Gallbladder,,,
Ultrasound,Gallstones,,,
Ultrasound,Acute cholecystitis,,,
Ultrasound,Biliary,,,
Ultrasound,Common bile duct,,,
Ultrasound,Biliary duct al dilatation,,,
Ultrasound,Liver,,,
Ultrasound,Masses,,,
Ultrasound,Steatosis,,,
Ultrasound,Cirrhosis,,,
Ultrasound,Kidney,,,
Ultrasound,Hydronephrosis,,,
Ultrasound,Stones,,,
Ultrasound,Mass/cyst,,,
Ultrasound,Pancreas,,,
Ultrasound,Pancreatitis,,,
Ultrasound,Mass/cyst,,,
Ultrasound,Ret roperitoneal,,,
Ultrasound,Abdominal mass,,,
Ultrasound,Cyst,,,
Ultrasound,Adenopathy,,,
Ultrasound,Alimentary tract,,,
Ultrasound,Normal gut signature,,,
Ultrasound,Appendicitis,,,
Ultrasound,Intussusception,,,
Ultrasound,Inflammatory bowel disease,,,
Ultrasound,Thyroid,,,
Ultrasound,Nodules,,,
Ultrasound,Diffuse disease,,,
Ultrasound,Parathyroid,,,
Ultrasound,Adenoma,,,
Ultrasound,Hyperplasia,,,
Ultrasound,Testis/ Epididymis/Scrotum,,,
Ultrasound,Mass/cyst,,,
Ultrasound,Torsion,,,
Ultrasound,Trauma,,,
Ultrasound,Infection,,,
Ultrasound,Transabdominal/t ransvaginal  pelvis,,,
Ultrasound,Uterus –  measurement,,,
Ultrasound,Fibroids,,,
Ultrasound,Adenomyosis,,,
Ultrasound,Endometrial  stripe,,,
Ultrasound,Adnexal  mass/cyst,,,
Ultrasound,Free fluid,,,
Ultrasound,First Trimest er Pregnancy,,,
Ultrasound,Normal,,,
Ultrasound,Failed early intrauterine pregnancy,,,
Ultrasound,Ectopic pregnancy,,,
Ultrasound,Obstetrics,,,
Ultrasound,Basic fetal biomet ry,,,
Ultrasound,Basic second/t hird trimester fetal anatomy,,,
Ultrasound,Placental localization,,,
Ultrasound,Amniotic fluid volume,,,
Ultrasound,Comprehensive second/third trimester,,,
Ultrasound,Pediatrics,,,
Ultrasound,Abdomen,,,
Ultrasound,Spine,,,
Ultrasound,Hips,,,
Ultrasound,Neonatal brain,,,
Ultrasound,GI tract,,,
Ultrasound,Breast,,,
Ultrasound,Solid  mass/cyst,,,
Ultrasound,Lymph nodes,,,
Ultrasound,Breast cancer staging,,,
Ultrasound,Vascular,,,
Ultrasound,Lower and  upper extremity venous (deep vein thrombosis),,,
Ultrasound,Lower and  upper extremity arterial,,,
Ultrasound,Carotid and vertebral arteries,,,
Ultrasound,Abdominal aorta (aneurysm including how to measure),,,
Ultrasound,Abdominal Doppler,,,
Ultrasound,Inferior vena cava (IVC),,,
Ultrasound,Hepatic and  renal transplants,,,
Ultrasound,Musculoskeletal  (MSK),,,
Ultrasound,Tendons,,,
Ultrasound,Mass/cyst,,,
Ultrasound,Muscle,,,
Ultrasound,US guided procedures,,,
Ultrasound,Aspiration,,,
Ultrasound,Fine-needle aspiration (FNA),,,
Ultrasound,Biopsy,,,
Ultrasound,Line placement,,,
Ultrasound,Fluid,,,
Ultrasound,Cyst,,,
Ultrasound,Calcification,,,
Ultrasound,Complex fluid  and solid  structures gas metal fat,,,
Ultrasound,Multiple reflect ion artifacts -  mirror image/reverberation,,,
Ultrasound,Refractive artifacts misregistration,,,
Ultrasound,Ring down,,,
Ultrasound,Acoustic shadowing and  enhancement,,,
Ultrasound,Speed propagation artifact,,,
Ultrasound,Anisotropy,,,
Ultrasound,Doppler artifacts,,,
Ultrasound,Pulse wave,,,
Ultrasound,Elastography,,,
Ultrasound,Liver,,,
Ultrasound,Normal variants,,,
Ultrasound,Diffuse disease,,,
Ultrasound,Steatosis including focal steatosis and focal sparing,,,
Ultrasound,Acute hepatitis,,,
Ultrasound,Chronic hepatitis,,,
Ultrasound,Cirrhosis,,,
Ultrasound,Edema,,,
Ultrasound,Hepatic Masses,Liver masses,,
Ultrasound,Hepatic Cyst,Liver cyst,,
Ultrasound,Cavernous hemangioma,,,
Ultrasound,Focal nodular  hyperplasia,,,
Ultrasound,Adenoma,,,
Ultrasound,Metast asis,,,
Ultrasound,Hepatocellular carcinoma,,,
Ultrasound,Hepatic Lymphoma,,,
Ultrasound,Cholangiocarcinoma,,,
Ultrasound,Granuloma,,,
Ultrasound,Hematoma,,,
Ultrasound,Biloma,,,
Ultrasound,Pyogenic Abscess,,,
Ultrasound,echinococcal Abscess,,,
Ultrasound,Amebic abscess,,,
Ultrasound,Post-liver transplantation collections,,,
Ultrasound,Hematoma/ Biloma/Abscess,,,
Ultrasound,Trauma,,,
Ultrasound,Gallbladder,,,
Ultrasound,Normal size/shape/wall,,,
Ultrasound,Gallstones,,,
Ultrasound,Sludge,,,
Ultrasound,Acute cholecystitis,,,
Ultrasound,Calculous/acalculous/gangrenous/pe rforated/emphysematous,,,
Ultrasound,Other et iologies of wall thickening,,,
Ultrasound,Polyp,,,
Ultrasound,Hyperplastic cholecystosis,,,
Ultrasound,Carcinoma,,,
Ultrasound,Porcelain gallbladder,,,
Ultrasound,Bile ducts,,,
Ultrasound,Normal int ra- and extrahepatic  bile duct appearance/size,,,
Ultrasound,Normal  variants,,,
Ultrasound,Ductal  dilatation,,,
Ultrasound,Bile duct  stones,,,
Ultrasound,Cholangitis,,,
Ultrasound,Primary  sclerosing/ Pyogenic/ Recurrent pyogenic/AIDS,,,
Ultrasound,Caroli disease,,,
Ultrasound,Choledochal cysts,,,
Ultrasound,Pneumobilia,,,
Ultrasound,Cholangiocarcinoma,,,
Ultrasound,Pancreas,,,
Ultrasound,Normal echotexture/echogenicity/size/shape,,,
Ultrasound,Normal  variants,,,
Ultrasound,Pancreatic  duct,,,
Ultrasound,Masses,,,
Ultrasound,Cyst,,,
Ultrasound,Pseudocysts,,,
Ultrasound,Cystic neoplasms,,,
Ultrasound,Cancer,,,
Ultrasound,Metast ases,,,
Ultrasound,Lymphoma,,,
Ultrasound,Islet  cell tumor,,,
Ultrasound,Intraductal papillary mucinous neoplasm (IPMN),,,
Ultrasound,Pancreatitis,,,
Ultrasound,Abscess,,,
Ultrasound,Pseudocyst,,,
Ultrasound,Pseudoaneurysm,,,
Ultrasound,Chronic pancreatitis,,,
Ultrasound,Spleen,,,
Ultrasound,Normal echotexture/echogenicity/size/shape,,,
Ultrasound,Normal variants,,,
Ultrasound,Masses,,,
Ultrasound,Cyst,,,
Ultrasound,Lymphoma,,,
Ultrasound,Metastases,,,
Ultrasound,Abscess,,,
Ultrasound,Infarct,,,
Ultrasound,Granuloma,,,
Ultrasound,Trauma,,,
Ultrasound,Peritoneal cavity,,,
Ultrasound,Normal anatomy,,,
Ultrasound,Ascites,,,
Ultrasound,Hemorrhage,,,
Ultrasound,Abscess,,,
Ultrasound,Omental/ peritoneal  metastasis,,,
Ultrasound,Omental  infarct,,,
Ultrasound,Mesothelioma,,,
Ultrasound,Free air,,,
Ultrasound,Gast rointestinal  tract,,,
Ultrasound,Normal gut ultrasound signature,,,
Ultrasound,Acute appendicitis,,,
Ultrasound,Divert iculit is,,,
Ultrasound,Inflammatory bowel disease (Crohn disease ulcerative colitis),,,
Ultrasound,Colitis,,,
Ultrasound,Bowel obst ruction (including intussusception malignancy),,,
Ultrasound,Cancer,,,
Ultrasound,Lymphoma,,,
Ultrasound,GI stromal tumor (GIST) (10)Fistulae abscess,,,
Ultrasound,Abdominal wall,,,
Ultrasound,Normal echogenicity/echotexture,,,
Ultrasound,Hematoma,,,
Ultrasound,Abscess,,,
Ultrasound,Hernia,,,
Ultrasound,Masses,,,
Ultrasound,Primary tumor,,,
Ultrasound,Metast asis,,,
Ultrasound,Lymphoma,,,
Ultrasound,Desmoids tumor,,,
Ultrasound,Lipoma,,,
Ultrasound,Endomet riosis,,,
Ultrasound,Organ transplants: see vascular sect ion,,,
Ultrasound,Urinary Tract and Adrenal Glands,,,
Ultrasound,Kidney,,,
Ultrasound,Normal echotexture/echogenicity/size/shape,,,
Ultrasound,Normal variants/congenital anomalies,,,
Ultrasound,Calculi,,,
Ultrasound,Hydronephrosis,,,
Ultrasound,Glomerular &amp; interstitial renal disease,,,
Ultrasound,Cysts,,,
Ultrasound,Simple,,,
Ultrasound,Complex,,,
Ultrasound,Peripelvic,,,
Ultrasound,Adult polycystic disease,,,
Ultrasound,Acquired renal cystic disease,,,
Ultrasound,Perinephric fluid/collections,,,
Ultrasound,Masses,,,
Ultrasound,Angiomyolipoma,,,
Ultrasound,Oncocytoma,,,
Ultrasound,Multilocular cystic nephroma,,,
Ultrasound,Renal cell carcinoma,,,
Ultrasound,Transit ional cell carcinoma,,,
Ultrasound,Lymphoma,,,
Ultrasound,Metast asis,,,
Ultrasound,Infection,,,
Ultrasound,Pyelonephritis,,,
Ultrasound,Xanthogranulomatous pyelonephritis,,,
Ultrasound,Emphysematous pyelonephritis,,,
Ultrasound,Abscess,,,
Ultrasound,Perinephric abscess,,,
Ultrasound,Medullary nephrocalcinosis,,,
Ultrasound,Infiltrative disease,,,
Ultrasound,Renal transplant (see vascular section),,,
Ultrasound,Ureters,,,
Ultrasound,Dilatation of the collecting system,,,
Ultrasound,Megaureter,,,
Ultrasound,Ureterocele (including ectopic ureterocele),,,
Ultrasound,Ureteral stone,,,
Ultrasound,Pyonephrosis,,,
Ultrasound,Clot  in collecting system,,,
Ultrasound,Transitional cell cancer,,,
Ultrasound,Stents,,,
Ultrasound,Urinary bladder,,,
Ultrasound,Normal size/shape/wall,,,
Ultrasound,Calculi,,,
Ultrasound,Wall thickening,,,
Ultrasound,Ureteral jets,,,
Ultrasound,Bladder volume including post-void residual,,,
Ultrasound,Masses,,,
Ultrasound,Transit ional cell carcinoma,,,
Ultrasound,Pheochromocytoma,,,
Ultrasound,Endomet riosis,,,
Ultrasound,Cystitis including emphysematous cystitis,,,
Ultrasound,Hemorrhage,,,
Ultrasound,Wall thickening,,,
Ultrasound,Bladder outlet obstruction,,,
Ultrasound,Diverticula,,,
Ultrasound,Ureterocele including ectopic ureterocele,,,
Ultrasound,Ureterovesical  j unction (UVJ) stone,,,
Ultrasound,Fungus balls,,,
Ultrasound,Adrenal glands,,,
Ultrasound,Normal echotexture/echogenicity/size/shape,,,
Ultrasound,Masses,,,
Ultrasound,Adenoma,,,
Ultrasound,Pheochromocytoma,,,
Ultrasound,Myelolipoma,,,
Ultrasound,Metastasis,,,
Ultrasound,Lymphoma,,,
Ultrasound,Cancer,,,
Ultrasound,Hemorrhage,,,
Ultrasound,Transabdominal and transrectal  prostate,,,
Ultrasound,Normal echotexture/echogenicity/size/shape,,,
Ultrasound,Benign prostatic hypertrophy,,,
Ultrasound,Cancer,,,
Ultrasound,Prostatitis,,,
Ultrasound,Abscess,,,
Ultrasound,Retroperitoneum,,,
Ultrasound,Adenopathy,,,
Ultrasound,Primary sarcoma,,,
Ultrasound,Hemorrhage,,,
Ultrasound,Abscess,,,
Ultrasound,Gynecology,,,
Ultrasound,Uterus,,,
Ultrasound,Normal echotexture/echogenicity/size/shape,,,
Ultrasound,Endometrium,,,
Ultrasound,Normal appearance during phases of  menstrual cycle,,,
Ultrasound,Thickness measurement,,,
Ultrasound,Pre menopausal,,,
Ultrasound,Post menopausal,,,
Ultrasound,Effects of  hormone replacement,,,
Ultrasound,Normal variants/congenital anomalies,,,
